Category,Subcategory,Text
Rental,Lease Agreement,"Re: Rental - Unit # 39 Hi


Is the lease finalised? Can i get the lease date to apply Move In-Move out Fees?


Thanks

Nancy
    "
Rental,Lease Agreement,"RE: Rental - Unit # 39 Wait until Aug 1st, 2019. He will submit the lease may be. If not, then we will cancel his approval.

Follow up on Aug 1st, 2019 for this.

Kindly let us know if you have any questions. You can reach us at or call us at & Regards
propVIVO
[propvivo logo]
    "
Rental,Lease Agreement,"Re: Rental - Unit # 39 Update?


Thanks

Nancy
    "
Rental,Lease Agreement,"RE: Rental - Unit # 39 # 39 is remodeling before they would be able to rent. Not able to firm up by expiration date of 8-1-2019.

Extension until 10-1-2019


Kindly let us know if you have any questions. You can reach us at or call us at & Regards
propVIVO
[propvivo logo]
    "
Rental,Lease Agreement,"Re: Rental - Unit # 39 Update?

Thanks
Nancy
    "
Rental,Lease Agreement,"RE: Rental - Unit # 39 I have asked for rental status. Will update you.
    "
Rental,Lease Agreement,"Re: Rental - Unit # 39 Shall i close this thread?

Thanks
Nancy
    "
Rental,Lease Agreement,"RE: Rental - Unit # 39 Owner Is given extension until Dec 1st, 2019 to rent the unit. So you can follow up on Dec 3rd, 2019 again.

Kindly let us know if you have any questions. You can reach us at or call us at & Regards
propVIVO
[propvivo logo]
    "
Documents Request,Invoice,"Utility Bill Please provide a copy of the latest Water bill.

Thx.

Sandra E Wallace, President
On Behalf of the Board of Directors
Channel Place Community Club

    "
Documents Request,Invoice,"RE: Utility Bill Hi Sandra,

Attached is the water bill. March bill is not yet released.

Kindly let us know if you have any questions. You can reach us at or call us at & Regards
Richa
[cid:image002.png@01D71866.6BDBB290]
    "
Maintenance,Other,"Re: PV-CAS-6C78XD:Trim Trees Coming over the fence Yes, you can close it.




Thank you!



Anna
    "
Governing Documents,Amendments,"Seaview Terrace: Consent to Fifth Amendment 2021 Customer Service sent you a copy.
REVIEW DOCUMENTS Customer Service
onlineaccounts@propvivo.com

Dear Homeowners,

The Seaview Terrace Townhouses Condominium Owners Association had a townhall meeting on July 15th, 2020. The purpose of this meeting was to discuss amending the governing documents as the current governing documents are outdated and need to be brought in compliance with the State of Washington RCW.

During this meeting an important item that was discussed was the ability to amend the governing document. The usual threshold for approval of Declaration amendment is 67%. However the current association original Declaration was written with a provision of 80%.

Before the association embark on the journey to amend the governing document, it is wise to update the provision so that the Declaration amendment can be done with 67%.

We are enclosing the Fifth amendment to Declaration and Covenants that will provide us the ability to amend the future Declaration with 67%.

We request your help to sign and return the “Consent Form”.

If you have any questions, please do not hesitate to contact propVIVO at (888) 392-3515 or email us at  services@propvivo.com.

Sincerely,

Seaview Terrace Townhouses Condominium Owners Association
Board of Directors

Do Not Share This Email
This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others.

Alternate Signing Method
Visit DocuSign.com, click 'Access Documents', and enter the security DocuSign
Sign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe -- DocuSign provides a professional trusted solution for Digital Transaction Management™.

Questions about the Document?
If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly.

Stop receiving this email
Report this or read more about Declining to and Managing you are having trouble signing the document, please visit the Help with page on our Support the DocuSign App message was sent to you by PROPVIVO Customer Service who is using the DocuSign Electronic Signature Service. If you would rather not receive email from this sender you may contact the sender with your request.
    "
Payment,Make Payment,"Invoice 179670 from Catchall Environmental Catchall Environmental LLC

Invoice   Due:03/28/2021
179670
Amount Due: $1,308.63



Dear 6501 Lake Washington Accounts Payable:

Your invoice-179670 for 1,308.63 is attached. Please remit payment at your earliest convenience.

Thank you for your business - we appreciate it very much.

Sincerely,
Catchall Environmental    "
HOA Demand Request,Other,"RE: *thank you** HOA Request-**Filbert Park Condo** - 611273223 Ref 1: Thomas Magdy Metry Ref 3: Nikhil Gupta Ref 4: 19410 Meridian Pl W  This message was sent securely using you!
Patty Green

Patty Green, Escrow Processor
Fidelity National Title Group, All Brands
Washington EPU
2401 Hewitt Avenue
Everett, WA 98201 | Ph: 7:00AM - 4:00PM PST
    "
Form,Proxy,"Pasadera Heights HOA- 2019 Annual Meeting Proxy Form Dear John,

We hope you are doing well!

Attached is the proxy form for you to fill in and send it back to us.

The proxy can be emailed to let us know if you have any questions. You can reach us at or call us at logo]



    "
Approval,HOA Budget,"510300 Collection Fees Dear Nitin and Anna,

Please comment on the proposed budget line item 510300 Collection Fees.  2019 was projected to reach $8,637 yet the proposed budget for 2020 is $0.
Unless there is a reclassification of where this expense will go, or unless there is a great downturn in delinquencies, I question this proposal.  Your clarification will be appreciated.
Thank you.
Duane


    "
Approval,HOA Budget,"Re: 510300 Collection Fees Hi Duane,

I just responded to your previous email that should address this question. Since Legal Reimbursement offset the Collection Fees it is not budgeted int the proposed budget.

The collection activity has also reduced over the last 18 months as compared to number of files that used to be in collection since December 2017.

If you think its a risk not to budget this as some collection matter goes over the 12 months then it might be a good idea to budget the Collection Fees expense.

Regards,
Nitin
    "
Meeting,Meeting Presentation,"Budget Meeting Presentation Hi Dan,

Do you want me or team to put together the presentation / charts for the meeting?

Please let me know and i can get it done.

Regards,
Nitin
    "
Meeting,Meeting Presentation,"Re: Budget Meeting Presentation Looping Ryan in since he will be preparing the budget meeting.  He may or may not be able to attend, but he will be helping us get our ducks in a row.

Ryan - what do you think?

Thanks,

Dan Gatien    "
Meeting,Meeting Presentation,"Re: Budget Meeting Presentation Ryan - resending this email that Nitin had sent.  Please see below and let Nitin know what you may or may not need help with for the budget ratification meeting.

Also, do you know if you will be able to attend?

Thanks,

Dan Gatien
    "
Meeting,Annual Meeting,annual meeting update
Maintenance,Other,"Hi, I have an issue regarding maintenance. The landscaping work is bad. Please re-send the staff."
Meeting,Annual Meeting,annual meeting
Meeting,Annual Meeting,annual meeting
Payment,Question,pkrupal15@gmail.com
Payment,Question,pkrupal15@gmail.com
